Key,en,es,ar
transfer,TRANSFER,TRANSFERIR,تحويل
profile,Profile,Perfil,حساب تعريفي
saved Recipients,Saved Recipients,Destinatarios guardados,المستفيدين المحفوظة
password Reset Successfully,"Your password has been reset successfully, sign in again now. ","Su contraseña se ha restablecido correctamente, inicie sesión nuevamente ahora.",تمت إعادة تعيين كلمة المرور الخاصة بك بنجاح ، وقم بتسجيل الدخول مرة أخرى الآن.
exchange,Exchange,Intercambio,تبادل
something Went Wrong,"Something went wrong, Try again later. ","Algo salió mal, intente de nuevo más tarde.",حدث خطأ ما ، حاول مرة أخرى لاحقًا.
money Transfer Msg,Your money has been transfer successfully,Su dinero ha sido transferido con éxito,تم تحويل أموالك بنجاح
request,Request,Pedido,طلب
recent Transaction,Recent Transaction,Transacción reciente,المعاملة الأخيرة
my Invoice,My Invoice,Mi factura,فاتورتي
my Voucher,My Voucher,Mi cupón,قسيم
transaction Log,Transaction Log,Registro de transacciones,سجل المعاملات
transfer Fees Charges,Transfer Fees & Charges,Tarifas y cargos de transferencia,رسوم النقل والرسوم
amount Convert,Amount we ll convert,Cantidad que convertiremos,المبلغ الذي نحوله
two FA Security,2FA Security,2FA SEGURIDAD,2FA الأمن
two FA Security Log Msg,We’ll ask for a verification code via your security method if we notice a sign in from an unrecognized device or browser. Enable your 2FA Security,Pediremos un código de verificación a través de su método de seguridad si notamos un inicio de sesión desde un dispositivo o navegador no reconocido. Habilite su seguridad de 2FA,سنطلب رمز التحقق من خلال طريقة الأمان الخاصة بك إذا لاحظنا تسجيل الدخول من جهاز أو متصفح غير معترف به. تمكين أمان 2FA الخاص بك
privacy And Policy,Privacy & Policy,Política de privacidad,سياسة الخصوصية
sign Out,Sign Out,Desconectar,خروج
amount Information,Amount Information,Cantidad de información,معلومات المبلغ
preview Screen,Preview Screen,Pantalla previa,شاشة المعاينة
total Fees And Charges,Total Fees & Charges,Tarifas y cargos totales,إجمالي الرسوم والرسوم
will Get,Will Get,Obtendrá,سوف تحصل
money Exchange,Money Exchange,Cambio de dinero,حوالة نقدية
from,From,De,من
phone Number Hint Text,X X X  X X X X  X X X,X x x x x x x x x x,x x x x x x x x x x
to,To,A,ل
request Money,Request Money,Pedir dinero,طلب المال
share Request Money,Share Request Money,Solicitar dinero para compartir dinero,مشاركة طلب المال
share,Share,Compartir,يشارك
money Transfer,Money Transfer,Transferencia de dinero,تحويل المال
available Balance,Available Balance,Saldo disponible,الرصيد المتوفر
Receiver,Receiver,Receptor,المتلقي
profile Label,Profile,Perfil,حساب تعريفي
Full Name,Full Name,Nombre completo,الاسم الكامل
Phone Number,Phone Number,Número de teléfono,رقم التليفون
update Profile,Update Profile,Actualización del perfil,تحديث الملف
paid,Paid,Pagado,مدفوع
sent,Sent,Enviado,مرسل
un Paid,UnPaid,No pagado,غير مدفوع الأجر
invoice Number,Invoice Number,Número de factura,رقم الفاتورة
invoice Date,Invoice Date,Fecha de la factura,تاريخ الفاتورة
currency,Currency,Divisa,عملة
pick Goods,Pick Goods,Seleccionar artículos,اختر البضائع
trick Goods,Trick Goods,Artículos de truco,خدعة البضائع
total Bill,Total Bill,Cuenta total,إجمالي الفاتورة
create Invoice,Create Invoice,Crear factura,إنشاء فاتورة
invoice To,Invoice To,Factura,فاتورة إلى
billing Address,Billing Address,Dirección de Envio,عنوان وصول الفواتير
notes,Notes,Notas,ملحوظات
item Details,Item Details,detalles del artículo,تفاصيل العنصر
client Name,Client Name,nombre del cliente,اسم العميل
item Name,Item Name,Nombre del árticulo,اسم العنصر
voucher,Voucher,Vale,فاتورة
redeem,Redeem,Canjear,يسترد
used,Used,Usado,مستخدم
not Used,Not Used,No utilizado,غير مستعمل
fees And Charge,Fees & Charge,Tarifas y cargo,الرسوم والشحن
Code,Code,Código,شفرة
create Voucher,Create Voucher,Crear cupón,إنشاء قسيمة
confirm Redeem,Confirm Redeem,Confirmar redimir,تأكيد الاسترداد
Reedeem Code,Redeem Code,Canjear código,استرداد رمز
add Money Log,Add Money Log,Agregar registro de dinero,أضف سجل الأموال
money Out Log,Money Out Log,Money Out Log,سجل الأموال
exchange Log,Exchange Log,Registro de intercambio,سجل التبادل
request Log,Request Log,Registro de solicitud,طلب سجل
verified Code,Verified Code,Código verificado,رمز التحقق
back To Home,Back To Home,De vuelta a casa,العودة إلى المنزل
enable2fa Security,Enable 2FA Security,Habilitar la seguridad de 2FA,تمكين 2FA الأمن
send Verification Code,Send Verification Code,Envíe el código de verificación,إرسال رمز التحقق
old Password,Old Password,Contraseña anterior,كلمة المرور القديمة
individual,Individual,Individual,فردي
business,Business,Negocio,عمل
postal Code,Postal Code,Código Postal,رمز بريدي
company Name,Company Name,nombre de empresa,اسم الشركة
gender,Gender,Género,جنس
date Of Birth,Date of Birth,Fecha de nacimiento,تاريخ الميلاد
nationality,Nationality,Nacionalidad,جنسية
my Receipt,My Receipt,Mi recibo,إيصالي
total Exchanged Amount,Total Exchanged Amount,Cantidad total intercambiada,إجمالي المبلغ المتبادل
converted Amount,Converted Amount,Cantidad convertida,المبلغ المحول
requested Amount,Requested Amount,Monto requerido,الكمية المطلوبة
track Your Transaction,Track Your Transaction,Seguimiento de su transacción,تتبع معاملتك
transfer Calculator,Transfer Calculator,Transferir calculadora,نقل الآلة الحاسبة
new User Here,New user here?,Nuevo usuario aquí?,مستخدم جديد هنا؟
onboard Subtitle Text,"Smarter way to Send money anytime, anywhere with best exchange rate ","Forma más inteligente de enviar dinero en cualquier momento, en cualquier lugar con el mejor tipo de cambio",طريقة أكثر ذكاءً لإرسال الأموال في أي وقت وفي أي مكان بأفضل سعر صرف
safe And Secure Process,Safe & Secure Process,Proceso seguro y seguro,عملية آمنة ومأمونة
customer Support,24/7 Customer Support,Atención al cliente 24/7,24/7 دعم العملاء
enter MTCN,Enter your MTCN number,Ingrese su número MTCN,أدخل رقم MTCN الخاص بك
your Email,Your Email,Tu correo electrónico,بريدك الالكتروني
continue As Guest,Continue as a Guest,Continuar como invitado,تواصل كضيف
or,or,o,أو
enter Registered Email,Take control of your account by resetting your password. Our password recovery page guides you through the necessary steps to securely reset your password.,Tome el control de su cuenta restableciendo su contraseña. Nuestra página de recuperación de contraseña lo guía a través de los pasos necesarios para restablecer de forma segura su contraseña.,تحكم في حسابك عن طريق إعادة تعيين كلمة المرور الخاصة بك. توجهك صفحة استرداد كلمة المرور الخاصة بنا من خلال الخطوات اللازمة لإعادة تعيين كلمة المرور الخاصة بك بشكل آمن.
verification Code,Please enter the code,Ingrese el código,الرجاء إدخال الرمز
resend Code,Resend Code,Reenviar codigo,أعد إرسال الرمز
enter New Password,Enter New Password,Ingrese nueva clave,أدخل كلمة مرور جديدة
enter Confirm Password,Enter Confirm Password,Ingrese Confirmar contraseña,أدخل تأكيد كلمة المرور
enter The Verification Code,We sent a 6-digit code to your email,Enviamos un código de 6 dígitos a su correo electrónico,أرسلنا رمز مكون من 6 أرقام إلى بريدك الإلكتروني
enter Name,Enter Name,Ingrese su nombre,أدخل الاسم
Select Country,Select Country,Seleccionar país,حدد الدولة
terms And Condition,Terms and Condition,Términos y Condiciones,أحكام وشروط
privacy Policy,Terms and Condition,Términos y Condiciones,أحكام وشروط
usa,United States,Estados Unidos,الولايات المتحدة
i Agree,I agree with the,Estoy de acuerdo con el,أتفق مع
and,&,Y,& &
Sending Country,Sending Country,Envío de país,إرسال البلد
Receiving Country,Receiving Country,País receptor,استلام الدولة
receiving Method,Receiving Method,Método de recepción,استلام طريقة
select Receiving Method,Select Receiving Method,Seleccione el método de recepción,حدد طريقة الاستلام
cash Pickup,Cash Pickup,Recogida en efectivo,الالتقاء النقدي
title Sign Up,"Smarter way to Send money anytime, anywhere with best exchange rate ","Forma más inteligente de enviar dinero en cualquier momento, en cualquier lugar con el mejor tipo de cambio",طريقة أكثر ذكاءً لإرسال الأموال في أي وقت وفي أي مكان بأفضل سعر صرف
select Pickup Point,Select Pickup Point,Seleccionar el punto de recogida,حدد نقطة التقاط
pickup Point,Pickup Point,Punto de recogida,نقطة التقاط
receiving Bank,Receiving Bank,Banco receptor,البنك المستلم
select Receiving Bank,Select Receiving Bank,Seleccione el banco receptor,حدد استلام البنك
account Holder Name,Account Holder Name,nombre del titular de la cuenta,اسم صاحب الحساب
enter Account Holder Name,Enter Account Holder Name,Ingrese el nombre del titular de la cuenta,أدخل اسم حامل الحساب
enter Account Number,Enter Account Number,Ingrese el número de cuenta,أدخل رقم الحساب
enter Bank Name,Enter Bank Name,Ingrese el nombre del banco,أدخل الاسم المصرفي
united Bank,United Bank,Banco Unido,البنك المتحدة
brack Bank,BRAC Bank,Banco brac,بنك براك
city Bank,City Bank,Banco de la Ciudad,بنك المدينة
recipient Information,Recipient Information,recipiente de información,معلومات المستلم
enter Gmail Or Username,Enter Gmail or Username,Ingrese Gmail o nombre de usuario,أدخل gmail أو اسم المستخدم
dhaka,Dhaka,Dhaka,دكا
khulna,Khulna,Khulna,خولنا
rangpur,Rangpur,Rangpur,رانجبور
payment Information,Payment Information,Información del pago,معلومات الدفع
select Sending Purpose,Select Sending Purpose,Seleccionar el propósito de envío,حدد هدف إرسال
save Up To,You save up to,Ahorras hasta,يمكنك حفظ ما يصل إلى
should Arrive,Should Arrive,Deberia llegar,ينبغي أن تصل
select Source Of Fund,Select Source of Fund,Seleccionar fuente de fondo,حدد مصدر الصندوق
select Payment Gateway,Select Payment Gateway,Seleccione la pasarela de pago,حدد بوابة الدفع
proceed,Proceed,Proceder,يتابع
salary,Salary,Salario,مرتب
medicine,Medicine,Medicamento,الدواء
company,Company,Compañía,شركة
personal,Personal,Personal,شخصي
family,Family,Familia,عائلة
edit Beneficiary,Edit Beneficiary,Editar beneficiario,تحرير المستفيد
recipient Details,Recipient Details,Detalles del destinatario,تفاصيل المستلم
select Transaction Type,Select Transaction Type,Seleccionar el tipo de transacción,حدد نوع المعاملة
enter Recipient Name,Enter Recipient Name,Ingrese el nombre del destinatario,أدخل اسم المستلم
recipient Email Address,Recipient Email Address,Dirección de Correo Electrónico del Destinatario,البريد الألكتروني للمتلقي
enter Email Address,Enter Email Address,Introducir la dirección de correo electrónico,أدخل عنوان البريد الالكتروني
recipient Country,Recipient Country,País receptor,بلد المتلقي
select Recipient Country,Select Recipient Country,Seleccionar país receptor,حدد بلد المتلقي
recipient City,Recipient City,Ciudad receptor,مدينة المستلم
selected,Selected,Seleccionado,المحدد
additional Address Info,Additional Address Info,Información de dirección adicional,معلومات عنوان إضافية
enter Road Landmark,"72/A1, Bevilian, School Road ","72/a1, Bevilian, carretera escolar",72/A1 ، Bevilian ، طريق المدرسة
recipient Phone Number,Recipient Phone Number,Número de teléfono del destinatario,رقم هاتف المستلم
relationship With Recipient,Relationship With Recipient,Relación con el destinatario,العلاقة مع المستلم
select Recipient,Select Relationship,Relación seleccionada,حدد العلاقة
family Relation,Familial Relationships,Relaciones familiares,العلاقات العائلية
friendship Relation,Friendships,Amistades,صداقات
acquaintances Relation,Acquaintances,Conocidos,المعارف
work Or Professional Relation,Work or Professional Relationships,Relaciones laborales o profesionales,عمل أو علاقات مهنية
teacher Or Student Relation,Teacher/Student Relationships,Relaciones de maestro/alumno,علاقات المعلم/الطالب
community Or Group Relation,Community or Group Relationships,Relaciones comunitarias o grupales,علاقات المجتمع أو الجماعي
place Based Relationships,Place-based Relationships,Relaciones basadas en el lugar,العلاقات القائمة على المكان
landlord Or Tenant Relationships,Landlord/Tenant Relationships,Relaciones del propietario/inquilino,علاقات المالك/المستأجر
select Relationship,Select Relationship,Relación seleccionada,حدد العلاقة
entered Amount,Entered Amount,Cantidad ingresada,تم إدخال المبلغ
you Transfer,You Transfer,Transferirá,أنت تنقل
transfer Fee,Transfer Fee,Tarifa de transferencia,رسوم التحويل
united States,United States,Estados Unidos,الولايات المتحدة
australia,Australia,Australia,أستراليا
dba,DBA,Dba,DBA
gift,Gift,Regalo,هدية
retained Earnings,Retained Earnings,Ganancias retenidas,الأرباح المحتجزة
deposit To Bank,Deposit to Bank Account,Depósito a la cuenta bancaria,إيداع الحساب المصرفي
you Sending,You re Sending,Estás enviando,أنت ترسل
payout Partner,Payout Partner,Socio de pago,شريك الدفع
single,Single,Soltero,أعزب
married,Married,Casado,متزوج
divorced,Divorced,Divorciado,مُطلّق
widow,Widow,Viuda,أرملة
update Password,Update Password,Actualiza contraseña,تطوير كلمة السر
bkash,Bkash,Bkash,بكاش
nogod,Nogod,No Dios,نوغود
tab And Hold,Tap & Hold to Remittance,Toque y mantenga presionado a la remesas,اضغط على التحويلات والاحتفاظ بها
rocket,Rocket,Cohete,صاروخ
no Recipient,No recipient found,No se encuentra ningún destinatario,لم يتم العثور على المستلم
two Factor Authorization,Two Factor Authorization,Autorización de dos factores,اثنين من التفويض عامل
enter The Two Fa Verification,Please enter your authorization code to access dashboard,Ingrese su código de autorización para acceder al tablero,الرجاء إدخال رمز التفويض الخاص بك للوصول إلى لوحة القيادة
beneficiaries,Recipient Information,recipiente de información,معلومات المستلم
Cancel,Cancel,Cancelar,يلغي
sign Out Alert,Sign Out?,¿Desconectar?,خروج؟
delete Profile Alert,Delete Profile?,¿Borrar perfil?,حذف الملف الشخصي؟
are You Sure,Are you sure about signing out of the system? Then click Okay button,¿Estás seguro de firmar fuera del sistema? Luego haga clic en el botón OK,هل أنت متأكد من التوقيع على النظام؟ ثم انقر فوق زر موافق
are You Sure Delete,Are you sure about delete profile of the system? Then click Okay button,¿Estás seguro del perfil de eliminación del sistema? Luego haga clic en el botón OK,هل أنت متأكد من حذف ملف تعريف النظام؟ ثم انقر فوق زر موافق
your Payment Is Successfully,Your Payment Is Successfully Completed,Su pago se completa con éxito,تم إكمال دفعتك بنجاح
copy Url,Copy url successfully,Copiar URL con éxito,نسخ عنوان URL بنجاح
sslcommerz Payment,Sslcommerz Payment,Pago de sslcommerz,دفع SSLCommerz
card Number,Card Number,Número de tarjeta,رقم البطاقة
card Holder,Card Holder,Titular de la tarjeta,حامل البطاقة
valid Thru,VALID THRU,Válido,صالح من خلال
pay Now,Pay Now,Pagar ahora,ادفع الآن
credit Card,credit Card,tarjeta de crédito,بطاقة إئتمان
city And State,city And State,ciudad y estado,المدينة والدولة
change Themes,change Themes,Cambiar temas,تغيير الموضوعات
success,success,éxito,نجاح
alert,alert,alerta,يُحذًِر
select Banks Name,select Banks Name,Seleccionar el nombre de los bancos,حدد اسم البنوك
select Method Name,select Method Name,Seleccionar el nombre del método,حدد اسم الطريقة
Have a coupon code?,Have a coupon code?,¿Tiene un código de cupón?,هل لديك رمز القسيمة؟
Apply,Apply,Aplicar,يتقدم
Recent Posts,Recent Posts,Mensajes recientes,المشاركات الاخيرة
Complete,Complete,Completo,مكتمل
Proof Of Indentity,Proof Of Indentity,Prueba de sangría,إثبات البادئة
Are you sure to,Are you sure to,¿Estás seguro de,هل أنت متأكد من ذلك
Solved,Solved,Resuelto,تم حلها
Enter Subject,Enter Subject,Entrar en el sujeto,أدخل الموضوع
Enter Number,Enter Number,Ingresar número,أدخل رقم
Read More,Read More,Leer más,اقرأ أكثر
Bank Methods,Bank Methods,Métodos bancarios,أساليب البنك
Coupons,Coupons,Cupones,كوبونات
Interface Panel,Interface Panel,Panel de interfaz,لوحة واجهة
Contact Messages,Contact Messages,Mensajes de contacto,اتصل بالرسائل
In Progress,In Progress,En curso,في تَقَدم
Refund,Refund,Reembolso,استرداد
Remittance Analytics,Remittance Analytics,Análisis de remesas,تحليلات التحويلات
Recent Remittance,Recent Remittance,Remesas recientes,التحويلات الأخيرة
AppDevs,AppDevs,Appdevs,appdevs
Search,Search,Buscar,يبحث
Symbol,Symbol,Símbolo,رمز
Type,Type,Tipo,يكتب
Rate,Rate,Tasa,معدل
Role,Role,Role,دور
Add Currency,Add Currency,Agregar moneda,أضف العملة
Sender,Sender,Remitente,مرسل
Country Flag,Country Flag,Bandera del país,علم الدولة
FIAT,FIAT,FÍAT,فيات
CRYPTO,CRYPTO,Cripto,تشفير
Option,Option,Opción,خيار
Add,Add,Agregar,يضيف
Edit Currency,Edit Currency,Editar moneda,تحرير العملة
Secret Key,Secret Key,Llave secreta,المفتاح السري
Secret Hash,Secret Hash,Hash secreto,التجزئة السرية
Base Url,Base Url,URL base,عنوان URL الأساسي
Feature Text,Feature Text,Texto,ميزة النص
Default Charges,Default Charges,Cargos predeterminados,الرسوم الافتراضية
Fixed Charge,Fixed Charge,Cargo fijo,شحنة ثابتة
Percent Charge,Percent Charge,Porcentaje de cargo,تكلفة في المئة
Default Range,Default Range,Rango predeterminado,النطاق الافتراضي
Range,Range,Rango,يتراوح
Minimum Amount,Minimum Amount,Monto minimo,الحد الأدنى للمبلغ
Maximum Amount,Maximum Amount,Cantidad máxima,الحد الأقصى للمبلغ
Limit,Limit,Límite,حد
Daily Transfer Limit,Daily Transfer Limit,Límite de transferencia diario,حد النقل اليومي
Monthly Transfer Limit,Monthly Transfer Limit,Límite de transferencia mensual,حد النقل الشهري
Intervals,Intervals,Intervalos,فترات
Search Here,Search Here,Busca aquí,ابحث هنا
Don't have an account?,Don't have an account?,¿No tienes una cuenta?,ليس لديك حساب؟
Register,Register,Registro,يسجل
Terms Of Use & Privacy Policy,Terms Of Use & Privacy Policy,Términos de uso y política de privacidad,شروط الاستخدام وسياسة الخصوصية
invalid Token!,invalid Token!,¡simbolo no valido!,رمز غير صالح!
Didn't get the code?,Didn't get the code?,¿No obtuvo el código?,لم تحصل على الرمز؟
NID Card,Not card,No tarjeta,لا بطاقة
Driving Licence,Driving Licence,Licencia de conducir,رخصة قيادة
Passport,Passport,Pasaporte,جواز سفر
The account number field is required.,The account number field is required.,Se requiere el campo Número de cuenta.,حقل رقم الحساب مطلوب.
The first name field is required.,The first name field is required.,Se requiere el campo de primer nombre.,حقل الاسم الأول مطلوب.
The last name field is required.,The last name field is required.,Se requiere el campo de apellido.,حقل الاسم الأخير مطلوب.
The bank name field is required.,The bank name field is required.,Se requiere el campo Nombre del banco.,حقل الاسم المصرفي مطلوب.
The iban number field is required.,The iban number field is required.,Se requiere el campo Número Iban.,حقل رقم IBAN مطلوب.
The method field is required.,The method field is required.,Se requiere el campo de método.,حقل الطريقة مطلوب.
The mobile name field is required.,The mobile name field is required.,Se requiere el campo Nombre móvil.,حقل اسم الهاتف المحمول مطلوب.
Recipient already exists!,Recipient already exists!,¡El destinatario ya existe!,المستلم موجود بالفعل!
No data found!,No data found!,¡Datos no encontrados!,لاتوجد بيانات!
The subject field is required.,The subject field is required.,Se requiere el campo de sujeto.,حقل الموضوع مطلوب.
The attachment field is required.,The attachment field is required.,Se requiere el campo de fijación.,حقل المرفق مطلوب.
Oops!! Failed to upload attachment. Please try again.,Oops!! Failed to upload attachment. Please try again.,¡¡Ups!! No se pudo cargar el archivo adjunto. Inténtalo de nuevo.,أُووبس!! فشل في تحميل المرفق. حاول مرة اخرى.
Support ticket created successfully!,Support ticket created successfully!,¡Ticket de apoyo creado con éxito!,تذكرة الدعم التي تم إنشاؤها بنجاح!
Search currency,Search currency,Moneda de búsqueda,العملة البحث
Enter Coupon,Enter Coupon,Ingrese el cupón,أدخل القسيمة
Developed by,Developed by,Desarrollado por,طورت بواسطة
Appdevs.,Appdevs.,Appdevs.,appdevs.
Welcome To,Welcome To,Bienvenido a,مرحبا بك في
Admin Panel,Admin Panel,Panel de administrador,لوحة الادارة
Both,Both,Ambos,كلاهما
Type Here,Type Here,Escriba aquí,أكتب هنا
Currency Saved Successfully!,Currency Saved Successfully!,¡Moneda ahorrada con éxito!,العملة المحفوظة بنجاح!
Successfully updated the information.,Successfully updated the information.,Actualizó con éxito la información.,تم تحديث المعلومات بنجاح.
Currency record not found in our system.,Currency record not found in our system.,Registro de divisas no se encuentra en nuestro sistema.,سجل العملة غير موجود في نظامنا.
Currency status updated successfully!,Currency status updated successfully!,¡Estado de divisas actualizado con éxito!,تم تحديث حالة العملة بنجاح!
Can\'t deletable default currency.,Can\'t deletable default currency.,Puede \ 't de la moneda predeterminada eliminable.,لا يمكن \ 't قابلة لحذف العملة الافتراضية.
Currency deleted successfully!,Currency deleted successfully!,¡Moneda eliminada con éxito!,تم حذف العملة بنجاح!
Charge Updated Successfully!,Charge Updated Successfully!,¡Cargo actualizado con éxito!,تم تحديث الرسوم بنجاح!
"Bank Method Updated Successfully","Bank Method Updated Successfully","Método bancario actualizado correctamente","تم تحديث طريقة البنك بنجاح"
Add Coupon,Add Coupon,Agregar cupón,أضف عرض
Price,Price,Precio,سعر
Write Name,Write Name,Escribir nombre,اكتب الاسم
Enter Price,Enter Price,Ingresar precio,أدخل السعر
The price field is required.,The price field is required.,Se requiere el campo de precio.,حقل السعر مطلوب.
Coupon Added Successfully,Coupon Added Successfully,Cupón agregado con éxito,وأضاف القسيمة بنجاح
Coupon updated successfully!,Coupon updated successfully!,¡Cupón actualizado con éxito!,قسيمة تحديث بنجاح!
Coupon Deleted Successfully!,Coupon Deleted Successfully!,¡Cupón eliminado con éxito!,تم حذف القسيمة بنجاح!
Coupon status updated successfully!,Coupon status updated successfully!,Estado del cupón actualizado con éxito!,تم تحديث حالة القسيمة بنجاح!
Add Mobile Method,Add Mobile Method,Agregar método móvil,أضف طريقة الهاتف المحمول
Edit Mobile Method,Edit Mobile Method,Editar método móvil,تحرير طريقة الهاتف المحمول
Edit Coupon,Edit Coupon,Editar cupón,تحرير القسيمة
Mobile Method already exists,Mobile Method already exists,El método móvil ya existe,طريقة الهاتف المحمول موجودة بالفعل
Mobile Method Added Successfully,Mobile Method Added Successfully,Método móvil agregado correctamente,تمت إضافة طريقة الهاتف المحمول بنجاح
Mobile Method updated successfully!,Mobile Method updated successfully!,¡Método móvil actualizado con éxito!,تم تحديث طريقة الهاتف المحمول بنجاح!
Mobile Method Deleted Successfully!,Mobile Method Deleted Successfully!,¡Método móvil eliminado con éxito!,تم حذف طريقة الهاتف المحمول بنجاح!
Mobile Method status updated successfully!,Mobile Method status updated successfully!,Estado del método móvil actualizado correctamente!,تم تحديث حالة طريقة الهاتف المحمول بنجاح!
Remittance Gateway,Remittance Gateway,Puerta de entrada de remesas,بوابة التحويلات
Add Source of Fund,Add Source of Fund,Agregar fuente de fondo,إضافة مصدر الصندوق
Source of Fund Added Successfully,Source of Fund Added Successfully,Fuente de Fondo agregado con éxito,مصدر الصندوق يضاف بنجاح
Source of Fund updated successfully!,Source of Fund updated successfully!,¡Fuente de Fondo actualizado con éxito!,تم تحديث مصدر الصندوق بنجاح!
Source of fund Deleted Successfully!,Source of fund Deleted Successfully!,¡Fuente de fondo eliminada con éxito!,تم حذف مصدر الصندوق بنجاح!
Source of fund status updated successfully!,Source of fund status updated successfully!,Fuente de estado del fondo actualizado con éxito!,مصدر حالة الصندوق تم تحديثه بنجاح!
Edit Source Of Fund,Edit Source Of Fund,Editar fuente de fondo,تحرير مصدر الصندوق
Add Sending Purpose,Add Sending Purpose,Agregar propósito de envío,إضافة الغرض إرسال
Edit Sending Purpose,Edit Sending Purpose,Editar un propósito de envío,تحرير الغرض إرسال
Sending Purpose already exists,Sending Purpose already exists,Enviar un propósito ya existe,إرسال الغرض موجود بالفعل
Sending Purpose Added Successfully.,Sending Purpose Added Successfully.,Enviar un propósito agregado con éxito.,إرسال الغرض المضافة بنجاح.
Sending purpose updated successfully.,Sending purpose updated successfully.,Enviar un propósito actualizado con éxito.,إرسال الغرض تم تحديثه بنجاح.
Sending purpose status updated successfully.,Sending purpose status updated successfully.,Enviar el estado de propósito actualizado correctamente.,إرسال حالة الغرض تم تحديثه بنجاح.
Sending purpose deleted successfully.,Sending purpose deleted successfully.,Enviar un propósito eliminado con éxito.,إرسال الغرض المحذوفة بنجاح.
Amount we'll Convert,Amount we'll Convert,Cantidad que convertiremos,المبلغ الذي سنقوم بتحويله
State & City,State & City,Ciudad estado,مدينة الولاية
Payment Status,Payment Status,Estado de pago,حالة السداد
Remark,Remark,Observación,ملاحظة
Date,Date,Fecha,تاريخ
Transaction Status updated successfully,Transaction Status updated successfully,Estado de transacción actualizado correctamente,تم تحديث حالة المعاملة بنجاح
username,username,nombre de usuario,اسم المستخدم
Login Logs,Login Logs,Iniciar sesión,سجلات تسجيل الدخول
Send Email,Send Email,Enviar correo electrónico,ارسل بريد الكتروني
Login as Member,Login as Member,Iniciar sesión como miembro,تسجيل الدخول كعضو
Email Logs,Email Logs,Registros de correo electrónico,سجلات البريد الإلكتروني
Last Login,Last Login,Último acceso,آخر تسجيل دخول
Information of User,Information of User,Información del usuario,معلومات المستخدم
2FA Verification,2FA Verification,Verificación de 2FA,2FA التحقق
User Status,User Status,Estatus de usuario,حالة المستخدم
Banned,Banned,Prohibido,محظور
Select Type,Select Type,Seleccione tipo,اختر صنف
Balance Add,Balance Add,Balance Agregar,إضافة التوازن
Balance Subtract,Balance Subtract,Balance restante,توازن طرح
Select User Wallet,Select User Wallet,Seleccione la billetera del usuario,حدد محفظة المستخدم
User Wallet,User Wallet,Billetera del usuario,محفظة المستخدم
Mail successfully sended,Mail successfully sended,Correo enviado con éxito,تم إرسال البريد بنجاح
Email successfully sended,Email successfully sended,Correo electrónico enviado correctamente,أرسل البريد الإلكتروني بنجاح
Opps! User not exists,Opps! User not exists,¡Opps! El usuario no existe,أوس! المستخدم لا يوجد
User wallet not found!,User wallet not found!,¡Billetera de usuario no encontrada!,محفظة المستخدم لم يتم العثور عليها!
User do not have sufficient balance,User do not have sufficient balance,El usuario no tiene suficiente equilibrio,المستخدم ليس لديه توازن كاف
Transaction success,Transaction success,Éxito de la transacción,نجاح المعاملة
Send,Send,Enviar,يرسل
SL,SL,SLE,SL
MAC,MAC,MAC,ماك
Location,Location,Ubicación,موقع
Login at,Login at,Iniciar sesión en,تسجيل الدخول في
User Login Logs,User Login Logs,Registros de inicio de sesión de usuario,سجلات تسجيل الدخول المستخدم
User Email Logs,User Email Logs,Registros de correo electrónico de usuario,سجلات البريد الإلكتروني للمستخدم
Mail Sender(Method),Mail Sender(Method),Remitente de correo (método),مرسل البريد (الطريقة)
Select Users,Select Users,Seleccionar usuarios,حدد المستخدمين
Add Admin,Add Admin,Agregar administrador,إضافة المسؤول
Admin Profile Image,Admin Profile Image,Imagen de perfil de administración,صورة ملف تعريف المسؤول
Select Role,Select Role,Rol de selección,حدد الدور
Generate,Generate,Generar,يولد
Edit Admin,Edit admin,Editar administrador,تحرير المسؤول
New admin created successfully!,New admin created successfully!,¡Nuevo administrador creado con éxito!,تم إنشاء مسؤول جديد بنجاح!
Failed to assign role.,Failed to assign role.,No se pudo asignar el rol.,فشل في تعيين الدور.
Admin information updated successfully!,Admin information updated successfully!,Información de administración actualizada con éxito!,معلومات المسؤول تحديث بنجاح!
All Admin Roles,All Admin Roles,Todos los roles de administración,جميع أدوار المشرف
Role Name,Role Name,Nombre de rol,اسم الدور
Asign Admin,Asign admin,Asign Admin,asign المشرف
Add New Role,Add New Role,Agregar un nuevo rol,أضف دورًا جديدًا
Edit Role,Edit Role,Rol de edición,تحرير الدور
Are you sure to delete this role?,Are you sure to delete this role?,¿Estás seguro de eliminar este papel?,هل أنت متأكد من حذف هذا الدور؟
Admin not found!,Admin not found!,Admin no encontrado!,المسؤول لم يتم العثور عليه!
Admin status updated successfully!,Admin status updated successfully!,Estado de administrador actualizado con éxito!,تم تحديث حالة المسؤول بنجاح!
Admin role created successfully!,Admin role created successfully!,¡Rol de administración creado con éxito!,تم إنشاء دور المسؤول بنجاح!
Opps! Target role not found!,Opps! Target role not found!,¡Opps! ¡Rol de objetivo no encontrado!,أوس! الدور المستهدف لم يتم العثور عليه!
Opps! Target not found!,Opps! Target not found!,¡Opps! ¡Objetivo no encontrado!,أوس! الهدف لم يتم العثور عليه!
Admin role updated successfully!,Admin role updated successfully!,¡Rol de administración actualizado con éxito!,تم تحديث دور المسؤول بنجاح!
